accession	organism	kingdom	length	cleavage_site
Q8T635	Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)	Metazoa	200	18
Q8WQK0	Cotesia rubecula (Cabbage white butterfly parasite) (Apanteles rubecula)	Metazoa	65	23
Q8WRY4	Centruroides limpidus (Mexican scorpion)	Metazoa	84	19
Q90WJ9	Takifugu pardalis (Panther puffer) (Tetraodon pardalis)	Metazoa	391	20
Q90ZY0	Pseudopleuronectes americanus (Winter flounder) (Pleuronectes americanus)	Metazoa	68	22
Q91055	Heloderma horridum horridum (Mexican beaded lizard)	Metazoa	242	19
Q92154	Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)	Metazoa	620	17
Q942A7	Oryza sativa subsp. japonica (Rice)	Plants	235	27
Q94733	Rhodnius prolixus (Triatomid bug)	Metazoa	202	23
Q95UE8	Lucilia cuprina (Green bottle fly) (Australian sheep blowfly)	Metazoa	220	19
Q95VE9	Epiphyas postvittana (Light brown apple moth) (Teras postvittana)	Metazoa	164	23
Q963A9	Aedes albopictus (Asian tiger mosquito) (Stegomyia albopicta)	Metazoa	60	24
Q965E2	Psoroptes ovis (Sheep scab mite)	Metazoa	143	17
Q96X54	Aspergillus awamori (Black koji mold)	Fungi	628	25
Q99MG7	Mesocricetus auratus (Golden hamster)	Metazoa	172	16
Q9BJX2	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	54	23
Q9BKB4	Olivierus martensii (Manchurian scorpion) (Mesobuthus martensii)	Metazoa	54	23
Q9DEA1	Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	Metazoa	146	23
Q9DEA2	Deinagkistrodon acutus (Hundred-pace snake) (Agkistrodon acutus)	Metazoa	155	23
Q9GSA4	Galleria mellonella (Greater wax moth)	Metazoa	113	19
Q9GU69	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	Metazoa	64	21
Q9GV28	Bombyx mori (Silk moth)	Metazoa	433	16
Q9HGE1	Humicola insolens (Soft-rot fungus)	Fungi	227	36
Q9LLT1	Juniperus virginiana (Eastern redcedar) (Sabina virginiana)	Plants	367	21
Q9M069	Arabidopsis thaliana (Mouse-ear cress)	Plants	504	22
Q9NBW4	Theromyzon tessulatum (Duck leech)	Metazoa	101	19
Q9NRC9	Homo sapiens (Human)	Metazoa	128	17
Q9NRR1	Homo sapiens (Human)	Metazoa	136	22
Q9PTT0	Naja naja (Indian cobra)	Metazoa	83	21
Q9PVW8	Silurus asotus (Amur catfish) (Parasilurus asotus)	Metazoa	308	23
Q9PW19	Bungarus multicinctus (Many-banded krait)	Metazoa	103	21
Q9PW68	Typhlonectes natans (Rubber eel) (Caecilia natans)	Metazoa	97	28
Q9PWI3	Elaphe quadrivirgata (Japanese four-lined ratsnake) (Coluber quadrivirgatus)	Metazoa	200	19
Q9SLP4	Tulipa saxatilis subsp. bakeri (Tulip) (Tulipa bakeri)	Plants	314	26
Q9SW93	Lilium longiflorum (Trumpet lily)	Plants	113	22
Q9TW98	Pinctada fucata (Akoya pearl oyster) (Pinctada imbricata fucata)	Metazoa	131	23
Q9UAH3	Pinctada fucata (Akoya pearl oyster) (Pinctada imbricata fucata)	Metazoa	129	23
Q9W7J5	Pseudonaja textilis (Eastern brown snake)	Metazoa	103	21
Q9XFS7	Arabidopsis thaliana (Mouse-ear cress)	Plants	118	25
Q9XTN0	Bombyx mori (Silk moth)	Metazoa	196	23
Q9Y0X9	Aedes albopictus (Asian tiger mosquito) (Stegomyia albopicta)	Metazoa	59	23
Q9YGI0	Bungarus multicinctus (Many-banded krait)	Metazoa	86	21
Q9YGN4	Gloydius brevicauda (Korean slamosa snake) (Agkistrodon halys brevicaudus)	Metazoa	145	23
Q9YGN5	Gloydius brevicauda (Korean slamosa snake) (Agkistrodon halys brevicaudus)	Metazoa	154	23
Q9Z0M9	Mus musculus (Mouse)	Metazoa	193	28
Q9ZT66	Zea mays (Maize)	Plants	303	43
W1I921	Achatina achatina (Giant Ghana snail)	Metazoa	184	26
A0A023W145	Ethmostigmus rubripes (Giant centipede)	Metazoa	88	24
A0A0F7YYX3	Conus victoriae (Queen Victoria cone)	Metazoa	196	25
A0A2J6KL39	Lactuca sativa (Garden lettuce)	Plants	117	25
A0AT32	Lens culinaris (Lentil) (Cicer lens)	Plants	118	25
A3RJ36	Bubalus bubalis (Domestic water buffalo)	Metazoa	64	24
B3STN5	Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm)	Fungi	278	19
B3STN7	Nosema bombycis (strain CQ1 / CVCC 102059) (Microsporidian parasite) (Pebrine of silkworm)	Fungi	316	18
B5LZ79	Gymnadenia conopsea (Fragrant orchid) (Orchis conopsea)	Plants	75	30
C6JUP1	Micrurus corallinus (Painted coral snake) (Elaps corallinus)	Metazoa	84	21
C6JUP2	Micrurus corallinus (Painted coral snake) (Elaps corallinus)	Metazoa	88	21
E0X9F6	Thaumetopoea pityocampa (Pine processionary moth) (Bombyx pityocampa)	Metazoa	126	18
F5CPD6	Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	Metazoa	83	21
F5CPE2	Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	Metazoa	82	21
F5CPE3	Micrurus altirostris (Uruguayan coral snake) (Elaps altirostris)	Metazoa	74	21
F8S0Y4	Crotalus adamanteus (Eastern diamondback rattlesnake)	Metazoa	240	19
I6RA76	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	Metazoa	64	18
I6S7I0	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	Metazoa	64	18
O02380	Tyrophagus putrescentiae (Mold mite) (Acarus putrescentiae)	Metazoa	141	15
O76192	Galleria mellonella (Greater wax moth)	Metazoa	167	17
P01634	Mus musculus (Mouse)	Metazoa	136	29
P01658	Mus musculus (Mouse)	Metazoa	132	20
P01661	Mus musculus (Mouse)	Metazoa	131	20
P01724	Mus musculus (Mouse)	Metazoa	129	19
P01729	Mus musculus (Mouse)	Metazoa	129	19
P01795	Mus musculus (Mouse)	Metazoa	144	19
P01822	Mus musculus (Mouse)	Metazoa	137	18
P05560	Dromaius novaehollandiae (Emu)	Metazoa	207	23
P0DMD3	Scolopendra mutilans (Chinese red-headed centipede) (Scolopendra subspinipes mutilans)	Metazoa	105	21
P0DPU7	Scolopendra dehaani (Thai centipede) (Scolopendra subspinipes dehaani)	Metazoa	78	25
P10456	Laticauda colubrina (Yellow-lipped sea krait) (Banded sea krait)	Metazoa	83	21
P10457	Laticauda colubrina (Yellow-lipped sea krait) (Banded sea krait)	Metazoa	83	21
P10976	Spinacia oleracea (Spinach)	Plants	117	26
P14612	Pseudechis australis (Mulga snake) (King brown snake)	Metazoa	89	21
P15450	Apis mellifera (Honeybee)	Metazoa	53	19
P21978	Leishmania amazonensis	Other	476	32
P22327	Trichoplusia ni (Cabbage looper)	Metazoa	624	18
P27919	Avena sativa (Oat)	Plants	214	28
P31110	Oryza sativa subsp. japonica (Rice)	Plants	177	26
P42579	Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	Metazoa	100	23
P43174	Ambrosia psilostachya (Western ragweed) (Ambrosia coronopifolia)	Plants	77	22
P45590	Hyalophora cecropia (Cecropia moth) (Samia cecropia)	Metazoa	129	17
P51456	Oryctolagus cuniculus (Rabbit)	Metazoa	178	20
P58370	Micrurus corallinus (Painted coral snake) (Elaps corallinus)	Metazoa	86	21
P81827	Rattus norvegicus (Rat)	Metazoa	101	21
P81828	Rattus norvegicus (Rat)	Metazoa	101	21
P82384	Drosophila melanogaster (Fruit fly)	Metazoa	92	16
P85196	Lonomia obliqua (Giant silkworm moth)	Metazoa	183	15
P85197	Lonomia obliqua (Giant silkworm moth)	Metazoa	180	16
P86872	Margaritifera margaritifera (Freshwater pearl mussel)	Metazoa	260	19
P91629	Drosophila miranda (Fruit fly)	Metazoa	126	16
Q01774	Drosophila miranda (Fruit fly)	Metazoa	112	16
Q07CZ7	Lutzomyia longipalpis (Sand fly)	Metazoa	397	18
Q0ZS87	Phlebotomus perniciosus (Phlebotomine sand fly)	Metazoa	393	18
Q0ZS88	Phlebotomus perniciosus (Phlebotomine sand fly)	Metazoa	388	18
Q2A783	Triticum aestivum (Wheat)	Plants	285	18
Q39962	Hevea brasiliensis (Para rubber tree) (Siphonia brasiliensis)	Plants	238	31
Q41260	Phalaris aquatica (Canary grass)	Plants	269	29
Q5D231	Illawarra wisharti (Illawarra funnel-web spider)	Metazoa	84	18
Q7M3V1	Chelonus sp. nr. curvimaculatus (Parasitic wasp)	Metazoa	246	20
Q7Z1K3	Anisakis simplex (Herring worm)	Metazoa	194	23
Q7ZZN9	Protobothrops jerdonii (Jerdon's pitviper) (Trimeresurus jerdonii)	Metazoa	240	19
Q8JFE6	Bombina maxima (Giant fire-bellied toad) (Chinese red belly toad)	Metazoa	96	19
Q8MMH0	Pimpla hypochondriaca (Parasitoid wasp)	Metazoa	109	21
Q8MMH5	Pimpla hypochondriaca (Parasitoid wasp)	Metazoa	61	20
Q8T0W1	Pimpla hypochondriaca (Parasitoid wasp)	Metazoa	115	22
Q8T0W3	Pimpla hypochondriaca (Parasitoid wasp)	Metazoa	63	25
Q8T113	Bombyx mori (Silk moth)	Metazoa	227	17
Q95VP2	Epiphyas postvittana (Light brown apple moth) (Teras postvittana)	Metazoa	161	20
Q95VP3	Epiphyas postvittana (Light brown apple moth) (Teras postvittana)	Metazoa	166	24
Q9NL39	Pinctada maxima (Silver-lipped pearl oyster) (White-lipped pearl oyster)	Metazoa	140	25
Q9PRI1	Micrurus corallinus (Painted coral snake) (Elaps corallinus)	Metazoa	78	21
Q9PUB7	Micrurus corallinus (Painted coral snake) (Elaps corallinus)	Metazoa	78	21
Q9TT95	Sus scrofa (Pig)	Metazoa	120	22
Q9YGI4	Naja atra (Chinese cobra)	Metazoa	86	21
Q41350	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	Plants	252	24
