accession	organism	kingdom	length	tm_in_first_90
Q4G361	Emiliania	Other	92	False
Q4G363	Emiliania	Other	99	False
Q4G366	Emiliania	Other	623	False
Q4G384	Emiliania	Other	314	False
Q4G386	Emiliania	Other	272	False
Q4G391	Emiliania	Other	81	False
Q4G392	Emiliania	Other	45	False
Q4G393	Emiliania	Other	100	False
Q4G3A3	Emiliania	Other	229	False
Q4G3B1	Emiliania	Other	87	False
Q4G3D9	Emiliania	Other	72	False
Q4G3E8	Emiliania	Other	116	False
Q4G3E9	Emiliania	Other	115	False
Q4H174	Watsonia	Plants	522	False
Q4H178	Tigridia	Plants	522	False
Q4H186	Pillansia	Plants	522	False
Q4H192	Micranthus	Plants	522	False
Q4H195	Schizorhiza	Plants	522	False
Q4H1A1	Iris	Plants	522	False
Q4H1A5	Gladiolus	Plants	522	False
Q4H1B9	Aristea	Plants	522	False
Q4J6A5	Galdieria	Other	110	False
Q4LAM6	Malus	Plants	485	False
Q4R5K7	Macaca	Metazoa	166	False
Q4VZJ2	Cucumis	Plants	123	False
Q4VZJ4	Cucumis	Plants	117	False
Q4VZJ5	Cucumis	Plants	104	False
Q4VZK0	Cucumis	Plants	134	False
Q4VZK2	Cucumis	Plants	138	False
Q4VZK6	Cucumis	Plants	93	False
Q4VZL1	Cucumis	Plants	90	False
Q4VZM8	Cucumis	Plants	92	False
Q4VZM9	Cucumis	Plants	162	False
Q4VZN0	Cucumis	Plants	218	False
Q4VZN1	Cucumis	Plants	135	False
Q4VZN5	Cucumis	Plants	100	False
Q4VZP4	Cucumis	Plants	236	False
Q507P6	Ranunculus	Plants	508	False
Q507Q9	Ranunculus	Plants	508	False
Q507R6	Ranunculus	Plants	507	False
Q507T3	Ranunculus	Plants	507	False
Q507Y2	Ranunculus	Plants	508	False
Q52TG1	Albidella	Plants	549	False
Q52TG6	Typha	Plants	513	False
Q52TG9	Caryota	Plants	517	False
Q52ZT5	Macadamia	Plants	509	False
Q52ZX4	Banksia	Plants	509	False
Q53DU6	Berzelia	Plants	504	False
Q53N47	Oryza sativa	Plants	918	False
Q54F42	Dictyostelium	Other	124	False
Q54JW5	Dictyostelium	Other	220	True
Q56B59	Aesculus	Plants	519	False
Q56P10	Lactuca	Plants	236	False
Q589A4	Silene sect. Melandrium	Plants	155	False
Q589A9	Silene sect. Melandrium	Plants	503	False
Q589B0	Silene sect. Melandrium	Plants	88	False
Q59Z51	Candida albicans	Fungi	238	False
Q5AKW3	Candida albicans	Fungi	235	True
Q5BGS2	Emericella nidulans	Fungi	280	True
Q5D1B9	Oxytropis	Plants	506	False
Q5D1C1	Astragalus	Plants	508	False
Q5D704	Phaeodactylum tricornutum	Other	78	False
Q5D873	Palhinhaea	Plants	517	False
Q5F4M7	Calycanthus	Plants	505	False
Q5GA98	Erythranthe	Plants	512	False
Q5GAA8	Craterostigma	Plants	507	False
Q5GAA9	Artanema	Plants	506	False
Q5GAB0	Matourea	Plants	509	False
Q5GF59	Iris	Plants	522	False
Q5GF60	Iris	Plants	522	False
Q5GF62	Iris	Plants	526	False
Q5GF63	Iris	Plants	526	False
Q5GF67	Iris	Plants	520	False
Q5GF70	Iris	Plants	522	False
Q5GF76	Iris	Plants	522	False
Q5GGR6	Cubanola	Plants	505	False
Q5GGS4	Chiococca	Plants	505	False
Q5GH66	Mus	Metazoa	676	True
Q5GIQ4	Syzygium	Plants	505	False
Q5GIQ5	Syzygium	Plants	518	False
Q5GIR6	Backhousia	Plants	503	False
Q5GIZ6	Eucalyptus	Plants	503	False
Q5H943	Homo	Metazoa	113	True
Q5I6K1	Diplacus	Plants	511	False
Q5I6K6	Bartsia	Plants	510	False
Q5J2U8	Drosophyllum	Plants	514	False
Q5J2V4	Simmondsia	Plants	504	False
Q5J2V8	Rivina	Plants	503	False
Q5J2W0	Silene sect. Siphonomorpha	Plants	505	False
Q5J2W2	Phaulothamnus	Plants	505	False
Q5J2W5	Salsola	Plants	507	False
Q5J2X4	Blitum	Plants	505	False
Q5J2X6	Beta	Plants	505	False
Q5J2Z9	Amaranthus	Plants	504	False
Q5J300	Amaranthus	Plants	505	False
Q5J306	Gomphrena	Plants	505	False
Q5J308	Gomphrena	Plants	505	False
Q5J309	Froelichia	Plants	505	False
Q5JCK5	Stegomyia	Metazoa	226	True
Q5JCK6	Stegomyia	Metazoa	53	True
Q5MIM5	Palmaria	Other	73	False
Q5QA76	Acorus	Plants	117	False
Q5RAA9	Pongo	Metazoa	247	False
Q5SCW6	Huperzia	Plants	84	False
Q5SCW7	Huperzia	Plants	532	False
Q5SCY1	Huperzia	Plants	235	False
Q5SCY6	Huperzia	Plants	150	False
Q5SD00	Huperzia	Plants	121	False
Q5SD01	Huperzia	Plants	56	False
Q5SD10	Huperzia	Plants	100	False
Q5SD12	Huperzia	Plants	92	False
Q5SD14	Huperzia	Plants	91	False
Q5SD16	Huperzia	Plants	132	False
Q5SD17	Huperzia	Plants	122	False
Q5SD18	Huperzia	Plants	142	False
Q5SD19	Huperzia	Plants	219	False
Q5SD20	Huperzia	Plants	125	False
Q5SD26	Huperzia	Plants	132	False
Q5SD27	Huperzia	Plants	123	False
Q5SD32	Huperzia	Plants	136	False
Q5SD37	Huperzia	Plants	81	False
Q5U419	Mus	Metazoa	412	True
Q5U528	Xenopus	Metazoa	383	False
Q5VH41	Cynophalla	Plants	504	False
Q5VH43	Stanleya	Plants	502	False
Q5VH50	Batis	Plants	499	False
Q5XID5	Rattus	Metazoa	127	False
Q5Y500	Pan	Metazoa	309	True
Q5YB04	Bromelia	Plants	511	False
Q5YJU0	Styphnolobium	Plants	506	False
Q5YJU1	Lathyrus	Plants	506	False
Q5YJU6	Lupinus	Plants	504	False
Q5YJU7	Chamaecrista	Plants	499	False
Q5YJV6	Trifolium	Plants	506	False
Q5YJV9	Lupinus	Plants	508	False
Q5YJX3	Gymnocladus	Plants	499	False
Q5YJX4	Gymnocladus	Plants	499	False
Q5YJX5	Vatairea	Plants	509	False
Q5YJY5	Parkinsonia	Plants	499	False
Q5YK00	Cytisus	Plants	506	False
Q5YK01	Spartium	Plants	506	False
Q5YK03	Vicia	Plants	503	False
Q5YK05	Cicer	Plants	509	False
Q5YK33	Erythrina	Plants	504	False
Q5YK47	Albizia	Plants	499	False
Q5YK50	Ceratonia	Plants	499	False
Q5YK53	Gleditsia	Plants	499	False
Q645U4	Pongo	Metazoa	299	True
Q646D3	Pan	Metazoa	299	True
Q646E1	Pan	Metazoa	309	True
Q646F1	Papio	Metazoa	299	True
Q646G0	Papio	Metazoa	309	True
Q646L1	Pleiogynium	Plants	505	False
Q646M7	Sapindus	Plants	522	False
Q646P3	Koelreuteria	Plants	512	False
Q646R8	Cupaniopsis	Plants	507	False
Q66H29	Rattus	Metazoa	336	True
Q672I7	Cenchrus	Plants	143	False
Q67BD8	Betula	Plants	504	False
Q67IA4	Yucca	Plants	155	False
Q67IB0	Muscari	Plants	155	False
Q67IB6	Maianthemum	Plants	155	False
Q67IC5	Asparagus	Plants	155	False
Q67ID1	Allium	Plants	155	False
Q67IE0	Sisyrinchium	Plants	155	False
Q67IE3	Phormium	Plants	155	False
Q67IG9	Coelogyne	Plants	155	False
Q67II8	Typha	Plants	155	False
Q67IL8	Ananas	Plants	155	False
Q67IP2	Butomus	Plants	155	False
Q68RU3	Panax	Plants	93	False
Q68RU5	Panax	Plants	100	False
Q68RU9	Panax	Plants	90	False
Q68RV8	Panax	Plants	54	False
Q68RW6	Panax	Plants	92	False
Q68RW7	Panax	Plants	160	False
Q68RW8	Panax	Plants	219	False
Q68RW9	Panax	Plants	135	False
Q68RX0	Panax	Plants	122	False
Q68RX1	Panax	Plants	134	False
Q68RX4	Panax	Plants	138	False
Q68RY3	Panax	Plants	128	False
Q68RY4	Panax	Plants	101	False
Q68S08	Panax	Plants	100	False
Q68S17	Panax	Plants	236	False
Q68S24	Panax	Plants	78	False
Q68S28	Panax	Plants	123	False
Q6B8L2	Gracilaria tenuistipitata	Other	268	False
Q6B8L8	Gracilaria tenuistipitata	Other	80	False
Q6B8N5	Gracilaria tenuistipitata	Other	181	False
Q6B8Q1	Gracilaria tenuistipitata	Other	151	False
Q6B8R4	Gracilaria tenuistipitata	Other	208	False
Q6B8R5	Gracilaria tenuistipitata	Other	231	False
Q6B8R9	Gracilaria tenuistipitata	Other	97	False
Q6B8S1	Gracilaria tenuistipitata	Other	70	False
Q6B8S2	Gracilaria tenuistipitata	Other	744	False
Q6B8T1	Gracilaria tenuistipitata	Other	323	False
Q6B8T4	Gracilaria tenuistipitata	Other	118	False
Q6B8T5	Gracilaria tenuistipitata	Other	66	False
Q6B8U8	Gracilaria tenuistipitata	Other	100	False
Q6B8V2	Gracilaria tenuistipitata	Other	621	False
Q6B8V5	Gracilaria tenuistipitata	Other	103	False
Q6B8V7	Gracilaria tenuistipitata	Other	92	False
Q6B8V8	Gracilaria tenuistipitata	Other	114	False
Q6B8V9	Gracilaria tenuistipitata	Other	217	False
Q6B8W0	Gracilaria tenuistipitata	Other	135	False
Q6B8W1	Gracilaria tenuistipitata	Other	66	False
Q6B8W2	Gracilaria tenuistipitata	Other	80	False
Q6B8W3	Gracilaria tenuistipitata	Other	122	False
Q6B8W4	Gracilaria tenuistipitata	Other	92	False
Q6B8W5	Gracilaria tenuistipitata	Other	179	False
Q6B8W6	Gracilaria tenuistipitata	Other	132	False
Q6B8W7	Gracilaria tenuistipitata	Other	180	False
Q6B8W8	Gracilaria tenuistipitata	Other	105	False
Q6B8X3	Gracilaria tenuistipitata	Other	129	False
Q6B8X5	Gracilaria tenuistipitata	Other	143	False
Q6B8X6	Gracilaria tenuistipitata	Other	137	False
Q6B8X7	Gracilaria tenuistipitata	Other	79	False
Q6B8X8	Gracilaria tenuistipitata	Other	124	False
Q6B8X9	Gracilaria tenuistipitata	Other	156	False
Q6B8Z3	Gracilaria tenuistipitata	Other	122	False
Q6B905	Gracilaria tenuistipitata	Other	131	False
Q6B906	Gracilaria tenuistipitata	Other	235	False
Q6B907	Gracilaria tenuistipitata	Other	141	False
Q6B909	Gracilaria tenuistipitata	Other	154	False
Q6B910	Gracilaria tenuistipitata	Other	420	False
Q6B913	Gracilaria tenuistipitata	Other	99	False
Q6B914	Gracilaria tenuistipitata	Other	78	False
Q6B922	Gracilaria tenuistipitata	Other	103	False
Q6B931	Gracilaria tenuistipitata	Other	87	False
Q6B932	Gracilaria tenuistipitata	Other	106	False
Q6B934	Gracilaria tenuistipitata	Other	57	False
Q6B936	Gracilaria tenuistipitata	Other	309	False
Q6B949	Gracilaria tenuistipitata	Other	182	False
Q6B950	Gracilaria tenuistipitata	Other	148	False
Q6B951	Gracilaria tenuistipitata	Other	45	False
Q6B952	Gracilaria tenuistipitata	Other	491	False
Q6BDG1	Keteleeria	Plants	519	False
Q6BDG8	Pinus subgen. Pinus	Plants	515	False
Q6BDH0	Pinus subgen. Pinus	Plants	515	False
Q6BDH1	Pinus subgen. Strobus	Plants	515	False
Q6BDH3	Pinus subgen. Strobus	Plants	515	False
Q6BDH5	Picea	Plants	515	False
Q6BDI8	Pinus subgen. Pinus	Plants	515	False
Q6BDJ4	Pinus subgen. Strobus	Plants	515	False
Q6BK77	Debaryomyces hansenii	Fungi	236	False
Q6BL60	Debaryomyces hansenii	Fungi	90	True
Q6BSY9	Debaryomyces hansenii	Fungi	235	True
Q6C253	Yarrowia lipolytica	Fungi	250	False
Q6C3R3	Yarrowia lipolytica	Fungi	118	False
Q6C427	Yarrowia lipolytica	Fungi	226	True
Q6CHT7	Yarrowia lipolytica	Fungi	106	True
Q6CK58	Kluyveromyces lactis	Fungi	652	False
Q6CLM9	Kluyveromyces lactis	Fungi	88	True
Q6CMM1	Kluyveromyces lactis	Fungi	270	True
Q6CQE5	Kluyveromyces lactis	Fungi	109	False
Q6CTY3	Kluyveromyces lactis	Fungi	247	False
Q6DBN2	Arabidopsis	Plants	234	False
Q6DN56	Kluyveromyces lactis	Fungi	388	False
Q6DN58	Kluyveromyces lactis	Fungi	396	False
Q6DN61	Kluyveromyces lactis	Fungi	256	True
Q6DT83	Hottonia	Plants	509	False
Q6DT84	Soldanella	Plants	512	False
Q6E4Q3	Vachellia	Plants	509	False
Q6E4Q8	Neltuma	Plants	499	False
Q6EIG9	Theobroma	Plants	502	False
Q6EIH3	Tilia	Plants	502	False
Q6EIJ2	Ochroma	Plants	504	False
Q6EIJ3	Bombax	Plants	504	False
Q6EIJ4	Pachira	Plants	504	False
Q6EIJ6	Adansonia	Plants	504	False
Q6EIJ9	Fremontodendron	Plants	502	False
Q6EIK1	Pentaplaris	Plants	504	False
Q6EIK6	Gossypium	Plants	504	False
Q6EM56	Stewartia	Plants	155	False
Q6EM62	Saruma	Plants	155	False
Q6EM77	Phytolacca	Plants	155	False
Q6EM84	Nelumbo	Plants	155	False
Q6EM87	Hydrangea sect. Macrophyllae	Plants	155	False
Q6EM90	Houttuynia	Plants	155	False
Q6EM99	Euonymus	Plants	155	False
Q6EMA2	Cornus	Plants	155	False
Q6EMA4	Canella	Plants	155	False
Q6EMB0	Aristolochia	Plants	155	False
Q6EN80	Oryza	Plants	93	False
Q6EN90	Oryza	Plants	222	False
Q6EN94	Oryza	Plants	72	False
Q6ENA9	Oryza	Plants	59	False
Q6ENB2	Oryza	Plants	90	False
Q6ENB7	Oryza	Plants	133	False
Q6ENC0	Oryza	Plants	124	False
Q6ENC8	Oryza	Plants	93	False
Q6ENC9	Oryza	Plants	137	False
Q6END5	Oryza	Plants	239	False
Q6END6	Oryza	Plants	136	False
Q6END7	Oryza	Plants	123	False
Q6END8	Oryza	Plants	136	False
Q6ENE1	Oryza	Plants	143	False
Q6ENF0	Oryza	Plants	119	False
Q6ENH6	Oryza	Plants	103	False
Q6ENI1	Oryza	Plants	236	False
Q6ENI8	Oryza	Plants	89	False
Q6ENJ5	Oryza	Plants	85	False
Q6ENJ6	Oryza	Plants	511	False
Q6ENP9	Saccharum officinarum species complex	Plants	59	False
Q6ENQ1	Saccharum officinarum species complex	Plants	78	False
Q6ENQ5	Saccharum officinarum species complex	Plants	134	False
Q6ENR3	Saccharum officinarum species complex	Plants	99	False
Q6ENR9	Saccharum officinarum species complex	Plants	93	False
Q6ENS0	Saccharum officinarum species complex	Plants	137	False
Q6ENS3	Saccharum officinarum species complex	Plants	93	False
Q6ENS4	Saccharum officinarum species complex	Plants	148	False
Q6ENS5	Saccharum officinarum species complex	Plants	224	False
Q6ENS6	Saccharum officinarum species complex	Plants	136	False
Q6ENS7	Saccharum officinarum species complex	Plants	123	False
Q6ENS8	Saccharum officinarum species complex	Plants	136	False
Q6ENT1	Saccharum officinarum species complex	Plants	143	False
Q6ENU0	Saccharum officinarum species complex	Plants	124	False
Q6ENU1	Saccharum officinarum species complex	Plants	119	False
Q6ENW5	Saccharum officinarum species complex	Plants	103	False
Q6ENX0	Saccharum officinarum species complex	Plants	236	False
Q6ENX8	Saccharum officinarum species complex	Plants	513	False
Q6ENY4	Saccharum officinarum species complex	Plants	85	False
Q6EVY6	Nymphaea	Plants	93	False
Q6EVY8	Nymphaea	Plants	77	False
Q6EVZ3	Nymphaea	Plants	87	False
Q6EW02	Nymphaea	Plants	52	False
Q6EW11	Nymphaea	Plants	92	False
Q6EW12	Nymphaea	Plants	125	False
Q6EW13	Nymphaea	Plants	218	False
Q6EW14	Nymphaea	Plants	135	False
Q6EW15	Nymphaea	Plants	122	False
Q6EW16	Nymphaea	Plants	132	False
Q6EW19	Nymphaea	Plants	138	False
Q6EW28	Nymphaea	Plants	123	False
Q6EW30	Nymphaea	Plants	115	False
Q6EW31	Nymphaea	Plants	101	False
Q6EW50	Nymphaea	Plants	100	False
Q6EW59	Nymphaea	Plants	236	False
Q6EW66	Nymphaea	Plants	86	False
Q6EW67	Nymphaea	Plants	507	False
Q6FIY7	Candida glabrata	Fungi	225	False
Q6FS62	Candida glabrata	Fungi	257	True
Q6FSD5	Candida glabrata	Fungi	207	False
Q6FX33	Candida glabrata	Fungi	834	False
Q6J9Z4	Cypripedium	Plants	516	False
Q6JJ61	Ipomoea	Plants	199	False
Q6JVN2	Wollastonia	Plants	504	False
Q6KGV8	Spathiphyllum	Plants	155	False
Q6KGW4	Schisandra	Plants	155	False
Q6KGW7	Sagittaria	Plants	155	False
Q6KGX3	Lathyrus	Plants	156	False
Q6KGX6	Magnolia	Plants	155	False
Q6KGX9	Lilium	Plants	155	False
Q6KGY2	Gunnera	Plants	155	False
Q6L369	unclassified Saccharum	Plants	143	False
Q6L3A4	unclassified Saccharum	Plants	236	False
Q6L3B4	unclassified Saccharum	Plants	85	False
Q6L3B6	unclassified Saccharum	Plants	93	False
Q6L3B8	unclassified Saccharum	Plants	137	False
Q6L3C0	unclassified Saccharum	Plants	93	False
Q6L3C4	unclassified Saccharum	Plants	99	False
Q6L3C7	unclassified Saccharum	Plants	124	False
Q6L3C9	unclassified Saccharum	Plants	134	False
Q6L3D3	unclassified Saccharum	Plants	78	False
Q6L3E2	unclassified Saccharum	Plants	59	False
Q6L3F9	unclassified Saccharum	Plants	148	False
Q6L3G0	unclassified Saccharum	Plants	224	False
Q6L3G1	unclassified Saccharum	Plants	136	False
Q6L3G2	unclassified Saccharum	Plants	123	False
Q6LA04	Juncus	Plants	517	False
Q6LA06	Typha	Plants	513	False
Q6LA17	Bowiea	Plants	511	False
Q6LA20	Dianella	Plants	522	False
Q6PP78	Vigna	Plants	504	False
Q6PP79	Vigna	Plants	504	False
Q6PSB9	Vigna	Plants	504	False
Q6PSC4	Lablab	Plants	504	False
Q6PSC6	Phaseolus	Plants	513	False
Q6PSE2	Amphicarpaea	Plants	507	False
Q6Q7X3	Amburana	Plants	508	False
Q6QHD9	Brassica	Plants	502	False
Q6QHE0	Brassica	Plants	502	False
Q6QUK9	Idiospermum	Plants	505	False
Q6QUL7	Calycanthus	Plants	505	False
Q6RH25	unclassified Helicosporidium	Plants	153	False
Q6RH26	unclassified Helicosporidium	Plants	124	False
Q6TND0	Dalea	Plants	512	False
Q6TND4	Dalea	Plants	509	False
Q6UN27	Sus	Metazoa	169	True
Q6YP18	Picea	Plants	515	False
Q6YP19	Picea	Plants	515	False
Q6YXJ8	Physcomitrium	Plants	130	False
Q6YXJ9	Physcomitrium	Plants	236	False
Q6YXK5	Physcomitrium	Plants	91	False
Q6YXK6	Physcomitrium	Plants	92	False
Q6YXK7	Physcomitrium	Plants	118	False
Q6YXK8	Physcomitrium	Plants	218	False
Q6YXK9	Physcomitrium	Plants	138	False
Q6YXL0	Physcomitrium	Plants	122	False
Q6YXL1	Physcomitrium	Plants	132	False
Q6YXM4	Physcomitrium	Plants	79	False
Q6YXM5	Physcomitrium	Plants	115	False
Q6YXM6	Physcomitrium	Plants	123	False
Q6YXN6	Physcomitrium	Plants	505	False
Q6YXP6	Physcomitrium	Plants	88	False
Q6YXQ4	Physcomitrium	Plants	59	False
Q6YXQ5	Physcomitrium	Plants	114	False
Q6ZIV7	Oryza sativa	Plants	284	False
Q70CZ6	Cestrum	Plants	510	False
Q70D04	Mandragora	Plants	511	False
Q70D24	Anthocercis	Plants	509	False
Q70D30	Anthocercis	Plants	509	False
Q70D37	Nicotiana	Plants	509	False
Q70D38	Nicotiana	Plants	509	False
Q70D40	Nicotiana	Plants	509	False
Q70D41	Nicotiana	Plants	509	False
Q70XU7	Amborella	Plants	123	False
Q70XV3	Amborella	Plants	95	False
Q70XV4	Amborella	Plants	48	False
Q70XV7	Amborella	Plants	87	False
Q70XW5	Amborella	Plants	57	False
Q70XX0	Amborella	Plants	92	False
Q70XX1	Amborella	Plants	124	False
Q70XX2	Amborella	Plants	218	False
Q70XX3	Amborella	Plants	135	False
Q70XX4	Amborella	Plants	122	False
Q70XX5	Amborella	Plants	132	False
Q70XX6	Amborella	Plants	138	False
Q70XY3	Amborella	Plants	119	False
Q70Y05	Amborella	Plants	100	False
Q70Y11	Amborella	Plants	236	False
Q70Y15	Amborella	Plants	78	False
Q70Y16	Amborella	Plants	501	False
Q717X1	Nypa	Plants	470	False
Q717X5	Lactoris	Plants	504	False
Q717Z2	Annona	Plants	507	False
Q71L16	Cedrus	Plants	155	False
Q71L19	Stangeria	Plants	156	False
Q71L24	Metasequoia	Plants	155	False
Q71L33	Cycas	Plants	156	False
Q71L39	Bowenia	Plants	156	False
Q71ML1	Chimaphila	Plants	504	False
Q71ML5	Arctostaphylos	Plants	506	False
Q71T50	Hydrastis	Plants	155	False
Q74ZL3	Eremothecium gossypii	Fungi	751	False
Q754Z2	Eremothecium gossypii	Fungi	276	True
Q758B5	Eremothecium gossypii	Fungi	89	True
Q75CZ6	Eremothecium gossypii	Fungi	140	False
Q75EL5	Eremothecium gossypii	Fungi	247	False
Q75EZ3	Eremothecium gossypii	Fungi	207	False
Q75F43	Eremothecium gossypii	Fungi	435	False
Q75G41	Eremothecium gossypii	Fungi	339	False
Q75JK6	Dictyostelium	Other	74	False
Q75VA5	Quercus	Plants	504	False
Q75VA8	Quercus	Plants	504	False
Q75VA9	Quercus	Plants	504	False
Q75VB1	Quercus	Plants	504	False
Q75VB2	Quercus	Plants	504	False
Q75VB3	Quercus	Plants	504	False
Q75VB4	Quercus	Plants	504	False
Q75VB5	Quercus	Plants	504	False
Q766U5	Avicennia	Plants	509	False
Q76DY9	Castanea	Plants	464	False
Q76IH4	Pinus subgen. Pinus	Plants	515	False
Q76IH5	Pinus subgen. Pinus	Plants	515	False
Q76LC1	Pinus subgen. Pinus	Plants	515	False
Q76LL9	Hordeum vulgare	Plants	511	False
Q76LM0	Hordeum vulgare	Plants	511	False
Q76MH8	Zingiber	Plants	515	False
Q76MH9	Zingiber	Plants	515	False
Q76MT0	Nicotiana	Plants	509	False
Q7FNR4	Atropa	Plants	93	False
Q7FNR5	Atropa	Plants	70	False
Q7FNS1	Atropa	Plants	92	False
Q7FNS5	Atropa	Plants	128	False
Q7FNT2	Atropa	Plants	236	False
Q7GUC7	Pinus subgen. Strobus	Plants	122	False
Q7HEK3	Picea	Plants	515	False
Q7HKI2	Acer	Plants	512	False
Q7HKI3	Acer	Plants	514	False
Q7HTB5	Gossypium	Plants	504	False
Q7HTB8	Empetrum	Plants	506	False
Q7HUK6	Mentzelia	Plants	506	False
Q7I9M7	Collinsia	Plants	508	False
Q7IJL0	Larix	Plants	515	False
Q7IS11	Taxus	Plants	510	False
Q7IZ70	Rorippa	Plants	504	False
Q7J1C8	Liriodendron	Plants	507	False
Q7J5Z8	Paeonia	Plants	496	False
Q7J5Z9	Paeonia	Plants	496	False
Q7J602	Paeonia	Plants	496	False
Q7JD61	Rosa	Plants	503	False
Q7JEV7	Trillium	Plants	517	False
Q7JEV9	Trillium	Plants	521	False
Q7JEW0	Trillium	Plants	521	False
Q7JEW6	Trillium	Plants	521	False
Q7JEW7	Trillium	Plants	521	False
Q7JF34	Rosa	Plants	503	False
Q7JF70	Atractylodes	Plants	506	False
Q7RXV8	Neurospora crassa	Fungi	449	False
Q7RYV0	Neurospora crassa	Fungi	176	False
Q7RYW7	Neurospora crassa	Fungi	396	False
Q7S054	Neurospora crassa	Fungi	300	False
Q7S2H6	Neurospora crassa	Fungi	310	False
Q7S300	Neurospora crassa	Fungi	138	False
Q7S4E0	Neurospora crassa	Fungi	165	False
Q7S4E7	Neurospora crassa	Fungi	124	False
Q7S4Y4	Neurospora crassa	Fungi	90	False
Q7S5N0	Neurospora crassa	Fungi	364	False
Q7S5W0	Neurospora crassa	Fungi	103	False
Q7S711	Neurospora crassa	Fungi	443	False
Q7SCZ3	Neurospora crassa	Fungi	218	False
Q7SEK9	Neurospora crassa	Fungi	163	False
Q7SF85	Neurospora crassa	Fungi	113	False
Q7SG49	Neurospora crassa	Fungi	414	False
Q7SGH0	Neurospora crassa	Fungi	98	False
Q7SGU0	Neurospora crassa	Fungi	376	False
Q7SHF3	Neurospora crassa	Fungi	161	False
Q7SHR9	Neurospora crassa	Fungi	316	False
Q7TNB4	Mus	Metazoa	248	False
Q7XAB8	Solanum	Plants	293	False
Q7Y677	Calycanthus floridus	Plants	123	False
Q7Y6G9	Calycanthus floridus	Plants	77	False
Q7Y7N3	Calycanthus floridus	Plants	89	False
Q7YEV0	Monosporozyma	Fungi	269	False
Q7YJG1	Anthericum	Plants	521	False
Q7YJG2	Kniphofia	Plants	521	False
Q7YJH1	Asphodeline	Plants	523	False
Q7YJS7	Calycanthus floridus	Plants	88	False
Q7YJT5	Calycanthus floridus	Plants	57	False
Q7YJT8	Calycanthus floridus	Plants	92	False
Q7YJT9	Calycanthus floridus	Plants	140	False
Q7YJU0	Calycanthus floridus	Plants	218	False
Q7YJU1	Calycanthus floridus	Plants	135	False
Q7YJU2	Calycanthus floridus	Plants	122	False
Q7YJU3	Calycanthus floridus	Plants	132	False
Q7YJU5	Calycanthus floridus	Plants	138	False
Q7YJV3	Calycanthus floridus	Plants	117	False
Q7YJX4	Calycanthus floridus	Plants	100	False
Q7YJY1	Calycanthus floridus	Plants	236	False
Q7YJY6	Calycanthus floridus	Plants	88	False
Q7YJY7	Calycanthus floridus	Plants	505	False
Q7YJZ1	Uncarina	Plants	506	False
Q7YKL5	Verbena	Plants	508	False
Q7YKM5	Proboscidea	Plants	500	False
Q7YKQ2	Ibicella	Plants	509	False
Q7YKQ3	Gratiola	Plants	510	False
Q7YKQ5	Campsis	Plants	511	False
Q7YKQ9	Avicennia	Plants	506	False
Q7YKX3	Chlamydomonas	Plants	130	False
Q7YKY4	Chara	Plants	516	False
Q7YKY5	Chara	Plants	516	False
Q7YM14	Quercus	Plants	504	False
Q7YM28	Galbulimima	Plants	509	False
Q7YM30	Cananga	Plants	507	False
Q7YM31	Asimina	Plants	507	False
Q7YMF8	Pinus subgen. Pinus	Plants	515	False
Q7YMG2	Pinus mugo	Plants	515	False
Q7YMV1	Clematis	Plants	509	False
Q7YMV6	Clematis	Plants	509	False
Q7YMV7	Clematis	Plants	509	False
Q7YMX0	Clematis	Plants	509	False
Q7YMX3	Clematis	Plants	509	False
Q7YN68	Eimeria	Other	120	False
Q7YN74	Eimeria	Other	121	False
Q7YN81	Eimeria	Other	200	False
Q7YN83	Diospyros	Plants	503	False
Q7Z995	Schizosaccharomyces pombe	Fungi	252	False
Q859W3	Fagopyrum	Plants	507	False
Q85AW7	Anthoceros	Plants	235	False
Q85BR7	Hordeum murinum	Plants	511	False
Q85C28	Anthoceros	Plants	69	False
Q85CF2	Anthoceros	Plants	84	False
Q85FG4	Adiantum	Plants	135	False
Q85FG8	Adiantum	Plants	91	False
Q85FH7	Adiantum	Plants	58	False
Q85FI5	Adiantum	Plants	137	False
Q85FJ0	Adiantum	Plants	130	False
Q85FK0	Adiantum	Plants	75	False
Q85FN0	Adiantum	Plants	235	False
Q85FN9	Adiantum	Plants	78	False
Q85FP0	Adiantum	Plants	500	False
Q85FR4	Cyanidioschyzon merolae	Other	209	False
Q85FR5	Cyanidioschyzon merolae	Other	221	False
Q85FR8	Cyanidioschyzon merolae	Other	74	False
Q85FT9	Cyanidioschyzon merolae	Other	122	False
Q85FU0	Cyanidioschyzon merolae	Other	67	False
Q85FU4	Cyanidioschyzon merolae	Other	121	False
Q85FU8	Cyanidioschyzon merolae	Other	109	False
Q85FV0	Cyanidioschyzon merolae	Other	117	False
Q85FV1	Cyanidioschyzon merolae	Other	177	False
Q85FV2	Cyanidioschyzon merolae	Other	75	False
Q85FV3	Cyanidioschyzon merolae	Other	119	False
Q85FV4	Cyanidioschyzon merolae	Other	82	False
Q85FV6	Cyanidioschyzon merolae	Other	143	False
Q85FV7	Cyanidioschyzon merolae	Other	205	False
Q85FV9	Cyanidioschyzon merolae	Other	94	False
Q85FW4	Cyanidioschyzon merolae	Other	607	False
Q85FX1	Cyanidioschyzon merolae	Other	326	False
Q85FX4	Cyanidioschyzon merolae	Other	116	False
